SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,AgeGroup,UtilGroup,IncomeQuartile,Total Late Payments
0,0.935294958,29,0,0.900208768,2394,8,0,1,0,1,<30,70-100%,"(-0.001, 3879.0]",1
0,0.089740862,58,0,0.096555192,11930,4,0,1,0,0,50-65,0-10%,"(7385.25, 251608.0]",1
0,0.000988103,50,0,0.657955419,1300,9,0,0,0,1,40-50,0-10%,"(-0.001, 3879.0]",0
0,0.13639923,49,0,0.387205387,5048,10,0,1,1,3,40-50,10-30%,"(3879.0, 5351.0]",2
0,0.9999999,28,10,0,5351,0,10,0,10,0,<30,70-100%,"(3879.0, 5351.0]",20
0,0.729457605,66,0,0.417762049,5933,7,0,1,0,0,65+,70-100%,"(5351.0, 7385.25]",1
0,0.004672112,61,0,0.000604717,4960,12,0,0,0,1,50-65,0-10%,"(3879.0, 5351.0]",0
0,0.403857481,64,0,0.058929405,15000,7,0,0,0,1,50-65,30-50%,"(7385.25, 251608.0]",0
0,0.32080799,41,0,0.624275145,5000,8,0,1,0,0,40-50,30-50%,"(3879.0, 5351.0]",1
0,0.019686642,63,0,0.0119985,8000,8,0,0,0,0,50-65,0-10%,"(7385.25, 251608.0]",0
0,0.9999999,39,0,0.262956174,6000,5,0,2,0,2,30-40,70-100%,"(5351.0, 7385.25]",2
0,0.090763695,26,0,0.225967541,800,2,0,0,0,0,<30,0-10%,"(-0.001, 3879.0]",0
1,0.9999999,35,0,0.215736041,1575,2,2,0,0,2,30-40,70-100%,"(-0.001, 3879.0]",2
0,0.117330374,67,0,0.210564452,13800,7,0,1,0,1,65+,10-30%,"(7385.25, 251608.0]",1
0,0.457708458,49,0,0.28717591,8600,6,0,4,0,0,40-50,30-50%,"(7385.25, 251608.0]",4
0,0.871289385,46,1,0.907533024,2800,9,0,1,0,3,40-50,70-100%,"(-0.001, 3879.0]",1
0,0.072925693,54,0,0.491855094,8225,10,0,1,0,0,50-65,0-10%,"(7385.25, 251608.0]",1
0,0,66,0,0.535231149,8500,16,0,2,0,0,65+,0-10%,"(7385.25, 251608.0]",2
0,0.092568773,34,0,0.313927044,10992,8,0,3,0,0,30-40,0-10%,"(7385.25, 251608.0]",3
0,0.014468706,60,0,0.006156837,3085,3,0,0,0,0,50-65,0-10%,"(-0.001, 3879.0]",0
0,0.030639724,29,0,1.083056478,1504,16,0,1,0,0,<30,0-10%,"(-0.001, 3879.0]",1
0,0.979800808,44,1,0.621075785,5000,8,0,2,0,3,40-50,70-100%,"(3879.0, 5351.0]",2
0,0.089997716,39,0,0.108442035,45000,6,0,1,0,2,30-40,0-10%,"(7385.25, 251608.0]",1
0,0.071084569,64,0,0.014099278,8581,6,0,0,0,0,50-65,0-10%,"(7385.25, 251608.0]",0
0,0.045921275,46,0,0.060871196,16000,19,0,1,0,0,40-50,0-10%,"(7385.25, 251608.0]",1
0,0.008483259,47,0,0.003997716,1750,8,0,0,0,0,40-50,0-10%,"(-0.001, 3879.0]",0
0,0.13535159,38,0,0.574224425,11700,13,0,2,0,0,30-40,10-30%,"(7385.25, 251608.0]",2
0,0.058496478,46,1,0.432875975,3716,14,0,1,0,0,40-50,0-10%,"(-0.001, 3879.0]",1
0,0.036310231,50,0,0.514692517,3300,6,0,1,0,0,40-50,0-10%,"(-0.001, 3879.0]",1
0,0.059835371,51,0,0.065546723,13333,8,0,0,0,5,50-65,0-10%,"(7385.25, 251608.0]",0
0,0.411446631,45,0,0.373078581,6960,10,0,2,0,0,40-50,30-50%,"(5351.0, 7385.25]",2
0,0.00095418,79,0,0.373872026,4875,11,0,3,0,0,65+,0-10%,"(3879.0, 5351.0]",3
0,0.004993084,75,0,0.001681025,4758,12,0,0,0,0,65+,0-10%,"(3879.0, 5351.0]",0
0,0.071878125,40,0,0.557491787,7000,12,0,2,0,1,30-40,0-10%,"(5351.0, 7385.25]",2
0,0.77278199,49,0,0.864918907,4500,12,0,2,0,0,40-50,70-100%,"(3879.0, 5351.0]",2
0,0.109715374,66,0,0.113632271,11105,17,0,1,0,0,65+,10-30%,"(7385.25, 251608.0]",1
0,0.493089337,61,5,0.802884615,1247,11,0,1,2,0,50-65,30-50%,"(-0.001, 3879.0]",3
0,0.60319066,54,2,0.180480443,7950,9,0,0,0,1,50-65,50-70%,"(7385.25, 251608.0]",0
0,0.020089799,39,0,0.50584883,6667,11,0,2,0,0,30-40,0-10%,"(5351.0, 7385.25]",2
0,0.033218411,71,0,0.038263849,1750,6,0,0,0,0,65+,0-10%,"(-0.001, 3879.0]",0
0,0.504608658,53,0,0.364060329,10077,10,0,1,0,2,50-65,50-70%,"(7385.25, 251608.0]",1
0,0.220845094,70,0,0.091779159,14000,20,0,0,0,0,65+,10-30%,"(7385.25, 251608.0]",0
0,0.234941205,72,0,0.041090478,2530,5,0,0,0,0,65+,10-30%,"(-0.001, 3879.0]",0
0,0.737118413,71,0,0.648731745,1300,6,0,0,0,0,65+,70-100%,"(-0.001, 3879.0]",0
0,0.543341933,38,0,0.710616438,2919,8,0,2,0,3,30-40,50-70%,"(-0.001, 3879.0]",2
0,0.085765932,72,0,0.026027914,2650,7,0,0,0,0,65+,0-10%,"(-0.001, 3879.0]",0
0,0.611904868,64,1,0.670078553,4200,13,0,2,0,0,50-65,50-70%,"(3879.0, 5351.0]",2
0,0.020907973,31,1,0.289903366,3000,12,0,2,0,0,30-40,0-10%,"(-0.001, 3879.0]",2
0,0.020886167,64,0,0.151551672,6637,10,0,1,0,3,50-65,0-10%,"(5351.0, 7385.25]",1
0,0.008943773,48,0,0.611474013,3520,8,0,3,0,2,40-50,0-10%,"(-0.001, 3879.0]",3
0,0.009835644,54,0,0.465675057,7865,16,0,4,0,2,50-65,0-10%,"(7385.25, 251608.0]",4
0,0.054061776,41,0,0.402879856,6666,8,0,2,0,0,40-50,0-10%,"(5351.0, 7385.25]",2
0,0.775412983,61,0,1.211352288,9812,33,0,3,0,1,50-65,70-100%,"(7385.25, 251608.0]",3
0,0.462923964,71,0,0.430620715,11083,9,0,3,0,0,65+,30-50%,"(7385.25, 251608.0]",3
0,1,34,0,1.039990002,4000,7,0,2,0,4,30-40,70-100%,"(3879.0, 5351.0]",2
0,0.94836978,34,0,0.41333135,6720,7,0,3,0,0,30-40,70-100%,"(5351.0, 7385.25]",3
0,0.134632284,38,0,1.392607393,1000,4,0,1,0,2,30-40,10-30%,"(-0.001, 3879.0]",1
0,0.310937812,40,0,0.261967386,1900,3,0,0,0,0,30-40,30-50%,"(-0.001, 3879.0]",0
0,0.01383828,55,0,0.173557232,9408,7,0,2,0,3,50-65,0-10%,"(7385.25, 251608.0]",2
0,0.9999999,54,0,0.048313203,2400,2,0,0,0,1,50-65,70-100%,"(-0.001, 3879.0]",0
0,0.063715009,60,0,0.008063395,7192,3,0,0,0,0,50-65,0-10%,"(5351.0, 7385.25]",0
0,0.153053582,48,0,0.289018346,11500,10,0,1,0,3,40-50,10-30%,"(7385.25, 251608.0]",1
0,0.273445312,59,0,0.601962923,2750,9,0,1,0,0,50-65,10-30%,"(-0.001, 3879.0]",1
0,0.022493705,68,0,0.175724173,7801,14,0,1,0,0,65+,0-10%,"(7385.25, 251608.0]",1
0,0.023411295,73,0,0.053537825,10627,13,0,1,0,0,65+,0-10%,"(7385.25, 251608.0]",1
0,0.161302426,36,0,0.32327734,8750,9,0,1,0,0,30-40,10-30%,"(7385.25, 251608.0]",1
0,0.30839173,63,0,0.482811436,5875,9,0,2,0,0,50-65,30-50%,"(5351.0, 7385.25]",2
0,0.462045965,59,2,0.415375154,8129,17,0,2,1,0,50-65,30-50%,"(7385.25, 251608.0]",3
0,0.701602217,33,0,0.941176471,1699,8,0,1,0,3,30-40,70-100%,"(-0.001, 3879.0]",1
0,0,72,0,0.195631825,3204,6,0,1,0,0,65+,0-10%,"(-0.001, 3879.0]",1
0,0.97460805,40,0,0.222861586,6429,4,0,1,0,0,30-40,70-100%,"(5351.0, 7385.25]",1
0,0.064195348,72,0,0.652965789,4062,7,0,1,0,0,65+,0-10%,"(3879.0, 5351.0]",1
0,0.970501475,54,0,0.363148805,11000,13,2,2,1,3,50-65,70-100%,"(7385.25, 251608.0]",5
0,0.02572312,65,0,0.324181626,1893,6,0,2,0,0,50-65,0-10%,"(-0.001, 3879.0]",2
0,0.015863871,34,0,0.288731816,12166,11,0,1,0,0,30-40,0-10%,"(7385.25, 251608.0]",1
0,0.007679693,59,0,0.208631895,6000,3,0,1,0,0,50-65,0-10%,"(5351.0, 7385.25]",1
0,0.03282523,78,0,0.131118257,2798,7,0,1,0,0,65+,0-10%,"(-0.001, 3879.0]",1
0,0.122247235,59,0,0.302848576,2000,8,0,0,0,3,50-65,10-30%,"(-0.001, 3879.0]",0
0,0.000296285,64,0,0,2000,4,0,0,0,0,50-65,0-10%,"(-0.001, 3879.0]",0
0,0.023497136,48,0,0.225649814,3500,10,0,0,0,2,40-50,0-10%,"(-0.001, 3879.0]",0
0,0,32,0,0,5351,7,0,0,0,0,30-40,0-10%,"(3879.0, 5351.0]",0
0,0.290949679,43,1,0.190218616,8873,16,0,1,0,4,40-50,10-30%,"(7385.25, 251608.0]",1
0,0.9999999,66,0,0.199346405,1835,6,0,0,0,0,65+,70-100%,"(-0.001, 3879.0]",0
0,0.032030038,70,0,0.021239705,2306,5,0,0,0,0,65+,0-10%,"(-0.001, 3879.0]",0
0,0.658822859,47,0,0.052278246,7000,5,1,0,0,0,40-50,50-70%,"(5351.0, 7385.25]",1
0,0.179218425,52,0,0.176126241,7857,11,0,1,0,0,50-65,10-30%,"(7385.25, 251608.0]",1
1,0.9999999,43,0,0.442755826,2960,6,3,1,0,3,40-50,70-100%,"(-0.001, 3879.0]",4
0,0,26,0,0.067975282,2750,5,0,0,0,0,<30,0-10%,"(-0.001, 3879.0]",0
0,0.016149193,35,0,0.688237608,5083,5,0,2,0,0,30-40,0-10%,"(3879.0, 5351.0]",2
1,0.865094997,55,0,0.586872133,8500,20,0,2,0,0,50-65,70-100%,"(7385.25, 251608.0]",2
1,0.831411239,46,0,0.432589825,9100,6,0,2,0,2,40-50,70-100%,"(7385.25, 251608.0]",2
0,0.017729877,70,0,0.002693658,12250,7,0,0,0,0,65+,0-10%,"(7385.25, 251608.0]",0
0,0.037522714,55,0,0.268647933,6796,11,0,1,1,0,50-65,0-10%,"(5351.0, 7385.25]",2
0,0.167012566,45,0,0.580083983,5000,13,0,1,0,0,40-50,10-30%,"(3879.0, 5351.0]",1
0,0.184848341,46,0,0.419458054,10000,5,0,1,0,1,40-50,10-30%,"(7385.25, 251608.0]",1
0,0.357606059,56,0,1.261244889,2200,9,2,2,0,1,50-65,30-50%,"(-0.001, 3879.0]",4
0,0.060759326,64,0,0.270893895,11007,9,0,1,0,2,50-65,0-10%,"(7385.25, 251608.0]",1
0,0,41,0,0.602862756,3562,6,0,2,0,2,40-50,0-10%,"(-0.001, 3879.0]",2
0,0.272579319,53,0,0.676380556,8166,21,0,3,0,2,50-65,10-30%,"(7385.25, 251608.0]",3
0,0,37,0,0.321564555,8666,7,0,2,0,1,30-40,0-10%,"(7385.25, 251608.0]",2
0,0.877868467,47,0,0.359574676,10250,10,0,2,0,2,40-50,70-100%,"(7385.25, 251608.0]",2
0,0.005958927,59,0,0.613328013,2505,11,0,0,0,0,50-65,0-10%,"(-0.001, 3879.0]",0
0,0.4419778,43,0,0.119751166,4500,4,0,0,0,1,40-50,30-50%,"(3879.0, 5351.0]",0
0,0.014836094,58,0,0.417350528,4264,4,0,2,0,0,50-65,0-10%,"(3879.0, 5351.0]",2
0,0.003993155,53,0,0.00119952,2500,4,0,0,0,0,50-65,0-10%,"(-0.001, 3879.0]",0
0,0.636651176,56,0,0.429890941,8985,14,0,1,0,1,50-65,50-70%,"(7385.25, 251608.0]",1
0,0.226611689,33,0,0.303486998,6767,7,0,1,0,2,30-40,10-30%,"(5351.0, 7385.25]",1
0,0.069998523,58,0,0.406152579,17000,8,0,3,0,0,50-65,0-10%,"(7385.25, 251608.0]",3
0,0,37,2,0,5833,3,0,0,1,0,30-40,0-10%,"(5351.0, 7385.25]",1
0,0.067173321,72,0,0.114156724,3100,6,0,0,0,1,65+,0-10%,"(-0.001, 3879.0]",0
0,0.723093806,49,0,0.612730601,7100,12,0,1,0,1,40-50,70-100%,"(5351.0, 7385.25]",1
0,0.155844156,26,0,0.000769083,5200,1,0,0,0,0,<30,10-30%,"(3879.0, 5351.0]",0
0,0.095267291,29,0,0.195658383,3500,16,0,0,0,0,<30,0-10%,"(-0.001, 3879.0]",0
0,0.8712259,45,1,0.09088874,8933,9,0,0,1,1,40-50,70-100%,"(7385.25, 251608.0]",1
0,0,77,0,0,5351,7,0,0,0,0,65+,0-10%,"(3879.0, 5351.0]",0
0,0.485378049,49,0,0.656147809,6115,15,0,1,0,0,40-50,30-50%,"(5351.0, 7385.25]",1
0,0.185166989,42,0,0.26691103,3000,11,0,0,0,0,40-50,10-30%,"(-0.001, 3879.0]",0
0,0.23855229,79,0,0.012064805,2900,1,0,0,0,0,65+,10-30%,"(-0.001, 3879.0]",0
0,0.040398846,40,0,0.418614463,11850,5,0,2,0,3,30-40,0-10%,"(7385.25, 251608.0]",2
0,0.922153892,52,1,0.383957338,9000,8,0,1,0,1,50-65,70-100%,"(7385.25, 251608.0]",1
0,0.178620344,55,0,0.411707507,5141,19,0,1,0,0,50-65,10-30%,"(3879.0, 5351.0]",1
0,0.068231994,69,0,0.004812199,16000,5,0,0,0,0,65+,0-10%,"(7385.25, 251608.0]",0
0,0.507905528,31,0,0.324875298,4610,9,0,0,0,1,30-40,50-70%,"(3879.0, 5351.0]",0
0,0.128594354,61,0,0.06695233,5600,16,0,0,0,2,50-65,10-30%,"(5351.0, 7385.25]",0
0,0.808595702,37,0,0.090275674,3300,2,0,0,0,0,30-40,70-100%,"(-0.001, 3879.0]",0
0,0.469549069,64,0,0.361702128,1550,13,0,0,0,0,50-65,30-50%,"(-0.001, 3879.0]",0
0,0.262364916,63,2,0.478538283,6895,15,0,2,0,0,50-65,10-30%,"(5351.0, 7385.25]",2
0,0.9810019,42,3,0.942726231,3491,14,0,3,0,2,40-50,70-100%,"(-0.001, 3879.0]",3
0,0.068646142,42,0,0.24739323,7000,11,0,1,0,0,40-50,0-10%,"(5351.0, 7385.25]",1
0,0.02067455,66,0,0.242678364,7750,16,0,1,0,0,65+,0-10%,"(7385.25, 251608.0]",1
0,0.033201283,25,0,0.018511662,2700,3,0,0,0,0,<30,0-10%,"(-0.001, 3879.0]",0
0,0.432590675,43,0,0.268229616,5800,8,0,1,0,2,40-50,30-50%,"(5351.0, 7385.25]",1
0,0.419674858,59,0,0.215788624,18582,10,0,1,0,0,50-65,30-50%,"(7385.25, 251608.0]",1
0,0.019997143,53,1,0.259795358,12020,7,0,1,0,1,50-65,0-10%,"(7385.25, 251608.0]",1
0,0,71,0,0.471128341,4900,12,0,1,0,0,65+,0-10%,"(3879.0, 5351.0]",1
0,0.9999999,55,0,0.271945225,5695,3,0,1,0,0,50-65,70-100%,"(5351.0, 7385.25]",1
0,0.164887502,62,0,0.340376291,23332,13,0,4,0,0,50-65,10-30%,"(7385.25, 251608.0]",4
0,0,40,0,0.381041856,15433,10,0,3,0,2,30-40,0-10%,"(7385.25, 251608.0]",3
0,0.894738001,52,0,0.516179953,3800,15,0,0,0,0,50-65,70-100%,"(-0.001, 3879.0]",0
1,0.9999999,47,0,0.005330964,2250,1,2,0,0,0,40-50,70-100%,"(-0.001, 3879.0]",2
0,0.564418906,61,0,0.692877202,3916,12,0,2,0,0,50-65,50-70%,"(3879.0, 5351.0]",2
0,0.146285371,59,0,0.32671019,7045,4,0,1,0,1,50-65,10-30%,"(5351.0, 7385.25]",1
0,0.977795296,64,0,0.617593602,2750,9,0,2,0,0,50-65,70-100%,"(-0.001, 3879.0]",2
0,0.001020138,46,0,0.055651449,16800,10,0,1,0,1,40-50,0-10%,"(7385.25, 251608.0]",1
0,0.235330667,56,0,0.326668217,4300,5,0,2,0,0,50-65,10-30%,"(3879.0, 5351.0]",2
0,0.090090991,39,0,1.109931293,1600,4,0,2,0,0,30-40,0-10%,"(-0.001, 3879.0]",2
0,0.344916377,34,0,0.591439689,3083,10,0,0,0,0,30-40,30-50%,"(-0.001, 3879.0]",0
0,0.424901626,50,0,0.2857013,11000,15,0,1,0,3,40-50,30-50%,"(7385.25, 251608.0]",1
0,0.9999999,28,0,0.148740504,2500,1,0,0,0,0,<30,70-100%,"(-0.001, 3879.0]",0
0,0.026063608,41,0,0.005485087,2916,3,0,0,0,0,40-50,0-10%,"(-0.001, 3879.0]",0
0,0.631409215,55,2,0.395789271,10401,13,0,3,0,0,50-65,50-70%,"(7385.25, 251608.0]",3
0,0.71505938,49,1,0.157471549,8083,7,0,0,0,2,40-50,70-100%,"(7385.25, 251608.0]",0
0,0.006059611,64,0,0.732317988,8666,19,0,5,0,0,50-65,0-10%,"(7385.25, 251608.0]",5
0,0.478841871,33,0,0.670705847,3300,3,0,2,0,0,30-40,30-50%,"(-0.001, 3879.0]",2
0,0.195826712,71,0,0.449105398,6650,19,0,2,0,0,65+,10-30%,"(5351.0, 7385.25]",2
0,0.512893896,59,0,0.162610183,7600,7,0,0,0,0,50-65,50-70%,"(7385.25, 251608.0]",0
0,0.9999999,24,0,0.355289421,500,1,0,0,0,0,<30,70-100%,"(-0.001, 3879.0]",0
0,0.958271154,42,0,0.695806194,8750,7,0,2,0,0,40-50,70-100%,"(7385.25, 251608.0]",2
0,0.114584743,45,0,1.308269173,10000,16,0,7,0,6,40-50,10-30%,"(7385.25, 251608.0]",7
0,0.017734029,69,0,0.00666508,4200,7,0,0,0,0,65+,0-10%,"(3879.0, 5351.0]",0
0,0.558950613,54,0,0.341238216,10288,16,0,2,0,2,50-65,50-70%,"(7385.25, 251608.0]",2
0,0.072139423,48,0,0.015549223,20000,7,0,0,0,1,40-50,0-10%,"(7385.25, 251608.0]",0
0,0.08457417,53,0,0.346745442,9816,15,0,1,0,0,50-65,0-10%,"(7385.25, 251608.0]",1
0,0.072554414,64,2,0.881631565,3750,24,0,1,0,1,50-65,0-10%,"(-0.001, 3879.0]",1
0,0.013160541,60,1,0.259820639,7916,6,0,2,0,0,50-65,0-10%,"(7385.25, 251608.0]",2
0,0.151434559,66,2,0.164985001,11000,16,0,1,0,0,65+,10-30%,"(7385.25, 251608.0]",1
0,0.965996169,63,0,0.160998709,2322,7,0,0,0,0,50-65,70-100%,"(-0.001, 3879.0]",0
0,0.00349965,48,0,0.395147314,7500,2,0,1,0,3,40-50,0-10%,"(7385.25, 251608.0]",1
0,0.099900839,68,0,0.290924674,10500,10,0,2,0,0,65+,0-10%,"(7385.25, 251608.0]",2
0,0.749837978,70,1,0.386812046,1925,11,0,0,0,0,65+,70-100%,"(-0.001, 3879.0]",0
0,0.125407505,63,0,0.073941712,19866,4,0,1,0,0,50-65,10-30%,"(7385.25, 251608.0]",1
0,0.175229453,46,0,0.077766234,38499,11,0,1,0,2,40-50,10-30%,"(7385.25, 251608.0]",1
0,0.607920972,69,0,0.465206959,3333,4,0,1,0,0,65+,50-70%,"(-0.001, 3879.0]",1
0,0.180895478,58,0,0.396443089,9839,7,0,3,0,0,50-65,10-30%,"(7385.25, 251608.0]",3
0,0.240942388,33,0,0.053810355,6875,5,0,0,0,0,30-40,10-30%,"(5351.0, 7385.25]",0
0,0.268181931,57,0,0.265644022,4106,6,0,2,0,2,50-65,10-30%,"(3879.0, 5351.0]",2
0,0.023416248,59,0,0.009140246,3500,4,0,0,0,0,50-65,0-10%,"(-0.001, 3879.0]",0
0,0.092054256,59,0,0.31450677,2584,19,0,0,0,0,50-65,0-10%,"(-0.001, 3879.0]",0
0,0.112507857,49,0,0.782496349,8900,9,0,3,0,0,40-50,10-30%,"(7385.25, 251608.0]",3
0,0.805211131,48,0,0.493209158,5153,8,0,1,0,0,40-50,70-100%,"(3879.0, 5351.0]",1
0,0.079140245,74,0,0.356842282,5940,6,0,2,0,0,65+,0-10%,"(5351.0, 7385.25]",2
0,0.404230762,58,0,0.413094097,7300,14,0,1,0,1,50-65,30-50%,"(5351.0, 7385.25]",1
0,0.612051726,51,3,0.918170547,7258,9,2,2,1,1,50-65,50-70%,"(5351.0, 7385.25]",5
0,0.09716382,61,0,0.282664704,5433,17,0,2,0,0,50-65,0-10%,"(5351.0, 7385.25]",2
0,0.037710694,58,0,0.935944512,2450,6,0,3,0,0,50-65,0-10%,"(-0.001, 3879.0]",3
0,0.123694466,54,1,0.839264294,2500,10,0,2,0,0,50-65,10-30%,"(-0.001, 3879.0]",2
0,0.230567324,51,0,0.26124925,15000,18,0,3,0,0,50-65,10-30%,"(7385.25, 251608.0]",3
0,0.226938521,50,0,0.329262196,14000,20,0,2,0,0,40-50,10-30%,"(7385.25, 251608.0]",2
0,0.02039898,46,0,0.667525773,2715,7,0,1,0,2,40-50,0-10%,"(-0.001, 3879.0]",1
0,0.250249983,39,0,0.250535638,7000,6,0,2,1,4,30-40,10-30%,"(5351.0, 7385.25]",3
0,0.105257998,68,0,0.079992001,10000,4,0,1,0,1,65+,10-30%,"(7385.25, 251608.0]",1
0,0.550489902,40,0,0.055942773,5451,5,0,0,0,3,30-40,50-70%,"(5351.0, 7385.25]",0
0,0.124740928,58,0,0.309466215,6200,15,0,1,0,2,50-65,10-30%,"(5351.0, 7385.25]",1
0,0.686275656,41,0,0.365460268,2541,5,0,0,0,1,40-50,50-70%,"(-0.001, 3879.0]",0
0,0.60138921,69,0,0.631232733,7600,9,0,1,0,0,65+,50-70%,"(7385.25, 251608.0]",1
1,0.9999999,45,0,0.436640733,9382,3,0,2,0,0,40-50,70-100%,"(7385.25, 251608.0]",2
0,0.128348827,45,0,0.468832309,3416,11,0,2,0,1,40-50,10-30%,"(-0.001, 3879.0]",2
0,0.593807273,36,0,0.280146163,9851,8,0,1,0,2,30-40,50-70%,"(7385.25, 251608.0]",1
0,0.056639372,33,0,0.872969596,2400,9,0,1,0,0,30-40,0-10%,"(-0.001, 3879.0]",1
0,0,46,0,0.488585236,6000,7,0,2,0,2,40-50,0-10%,"(5351.0, 7385.25]",2
0,0.017178883,44,0,1.361799625,4800,18,0,4,0,4,40-50,0-10%,"(3879.0, 5351.0]",4
0,0.022188503,91,0,0.007625028,4458,5,0,0,0,0,65+,0-10%,"(3879.0, 5351.0]",0
0,0.172148852,61,1,0.841719427,3000,21,0,0,1,0,50-65,10-30%,"(-0.001, 3879.0]",1
0,0.744645019,56,0,0.366467736,5361,10,1,2,0,2,50-65,70-100%,"(5351.0, 7385.25]",3
0,8.93E-05,32,0,0,5502,2,0,0,0,0,30-40,0-10%,"(5351.0, 7385.25]",0
0,0.211502081,41,2,0.49330134,5000,12,0,1,0,2,40-50,10-30%,"(3879.0, 5351.0]",1
0,0.9999999,38,0,0.142546719,2300,1,0,0,0,2,30-40,70-100%,"(-0.001, 3879.0]",0
0,0.002177332,82,0,0.000587889,1700,4,0,0,0,1,65+,0-10%,"(-0.001, 3879.0]",0
0,0.081159925,67,0,0.027662056,6000,5,0,0,0,0,65+,0-10%,"(5351.0, 7385.25]",0
0,0.217694623,49,0,0.332522501,8221,13,0,2,0,3,40-50,10-30%,"(7385.25, 251608.0]",2
1,0.247858661,38,2,0.460277008,9024,17,0,1,0,2,30-40,10-30%,"(7385.25, 251608.0]",1
0,0.277631177,45,2,0.292174684,4510,7,0,1,1,2,40-50,10-30%,"(3879.0, 5351.0]",2
0,0.9999999,43,0,0,6458,1,2,0,0,4,40-50,70-100%,"(5351.0, 7385.25]",2
0,0.156551962,46,0,0.176658621,15328,12,0,1,0,2,40-50,10-30%,"(7385.25, 251608.0]",1
0,0,45,0,1.310229923,3000,16,0,1,0,2,40-50,0-10%,"(-0.001, 3879.0]",1
1,1,63,4,0.464346712,4683,10,0,1,1,3,50-65,70-100%,"(3879.0, 5351.0]",2
0,0.03501388,52,0,0.004999286,7000,6,0,0,0,0,50-65,0-10%,"(5351.0, 7385.25]",0
0,0.140727345,47,0,0.054989002,5000,9,0,0,1,0,40-50,10-30%,"(3879.0, 5351.0]",1
0,0.020547522,63,0,0.266659348,9108,18,0,1,0,2,50-65,0-10%,"(7385.25, 251608.0]",1
0,0.900266126,51,0,0.535429106,13900,10,0,2,0,2,50-65,70-100%,"(7385.25, 251608.0]",2
0,0,58,0,0.53699178,4500,8,0,1,0,1,50-65,0-10%,"(3879.0, 5351.0]",1
0,0.050167805,71,0,0.048634244,1500,10,0,0,0,0,65+,0-10%,"(-0.001, 3879.0]",0
0,0.219090503,62,1,0.221143395,13800,37,0,2,0,0,50-65,10-30%,"(7385.25, 251608.0]",2
0,0.132867133,22,0,0.000789266,3800,1,0,0,0,0,<30,10-30%,"(-0.001, 3879.0]",0
0,0.066997767,66,0,0.004719811,25000,6,0,0,0,0,65+,0-10%,"(7385.25, 251608.0]",0
0,0,57,0,0.181340342,6848,10,0,1,0,1,50-65,0-10%,"(5351.0, 7385.25]",1
0,0.843836751,51,3,0.521164315,9000,12,0,2,0,5,50-65,70-100%,"(7385.25, 251608.0]",2
0,0.008010786,86,0,0.245306077,9000,16,0,1,0,0,65+,0-10%,"(7385.25, 251608.0]",1
0,0.9999999,39,0,0.001850995,2160,1,0,0,0,1,30-40,70-100%,"(-0.001, 3879.0]",0
0,0,62,0,0,5351,2,0,0,0,0,50-65,0-10%,"(3879.0, 5351.0]",0
0,0.224519566,76,0,0.462710251,3150,6,0,1,0,0,65+,10-30%,"(-0.001, 3879.0]",1
0,0.081313798,48,1,0.454636341,4000,10,0,2,0,2,40-50,0-10%,"(3879.0, 5351.0]",2
0,0.385144496,65,0,0.602754943,4500,14,0,2,0,0,50-65,30-50%,"(3879.0, 5351.0]",2
0,0.527238032,44,0,0.435557397,4825,11,0,1,0,0,40-50,50-70%,"(3879.0, 5351.0]",1
0,0.239962981,39,0,0.215081405,3500,14,0,0,0,0,30-40,10-30%,"(-0.001, 3879.0]",0
0,1,29,0,0.767331151,3360,11,0,1,0,1,<30,70-100%,"(-0.001, 3879.0]",1
0,0.810419734,55,0,0.731856246,5731,18,0,2,0,0,50-65,70-100%,"(5351.0, 7385.25]",2
0,0.018369463,72,0,0.067966017,2000,3,0,1,0,0,65+,0-10%,"(-0.001, 3879.0]",1
0,0.310209749,60,1,0.446955371,10575,11,0,3,0,2,50-65,30-50%,"(7385.25, 251608.0]",3
0,1,28,1,0.158436837,3300,5,0,0,0,2,<30,70-100%,"(-0.001, 3879.0]",0
0,0.132382892,71,0,0.04272997,5054,7,0,0,0,1,65+,10-30%,"(3879.0, 5351.0]",0
0,0,50,0,0.177536933,15500,5,0,2,0,0,40-50,0-10%,"(7385.25, 251608.0]",2
0,0,50,0,0.028929742,7016,4,0,0,0,0,40-50,0-10%,"(5351.0, 7385.25]",0
0,0.011695015,68,0,0.105665349,7589,9,0,1,0,0,65+,0-10%,"(7385.25, 251608.0]",1
0,0.134221477,52,0,0.107357149,10832,8,0,1,0,1,50-65,10-30%,"(7385.25, 251608.0]",1
0,0.29652251,43,5,0.458109147,1300,7,3,0,0,1,40-50,10-30%,"(-0.001, 3879.0]",3
0,0.108231341,40,0,0.150978432,7000,5,0,1,0,0,30-40,10-30%,"(5351.0, 7385.25]",1
0,0.849388986,39,0,0.431509177,5883,6,2,1,1,0,30-40,70-100%,"(5351.0, 7385.25]",4
0,0.995579878,45,2,0.176792399,10418,4,0,2,1,4,40-50,70-100%,"(7385.25, 251608.0]",3
